company_name,company_country_code,company_city,company_market,investor_name,investor_country_code,investor_city,funded_at,funded_month,funded_year,raised_amount_usd,company_name_lower,unicorn_flag
Nextdoor,USA,San Francisco,Privacy,Allen & Company,USA,New York,02/12/2013 00:00,2013-02,2013,21600000,nextdoor,TRUE
Vox Media,USA,Washington,Sports,Allen & Company,USA,New York,07/16/2009 00:00,2009-07,2009,8000000,voxmedia,TRUE
Nextdoor,USA,San Francisco,Privacy,Allen & Company,USA,New York,07/24/2012 00:00,2012-07,2012,18600000,nextdoor,TRUE
Jasper,USA,Mountain View,Internet of Things,AllianceBernstein,USA,New York,07/01/2008 00:00,2008-07,2008,25000000,jasper,TRUE
Jasper,USA,Mountain View,Internet of Things,AllianceBernstein,USA,New York,02/01/2012 00:00,2012-02,2012,61200000,jasper,TRUE
OZON.ru,RUS,Moscow,E-Commerce,Alpha Associates,CHE,Zí_rich,09/08/2011 00:00,2011-09,2011,100000000,ozon.ru,TRUE
Intarcia Therapeutics,USA,Hayward,Biotechnology,Alta Partners,USA,San Francisco,03/20/2007 00:00,2007-03,2007,50000000,intarciatherapeutics,TRUE
MongoDB,USA,New York,Cloud Computing,Altimeter Capital,USA,Boston,10/04/2013 00:00,2013-10,2013,150000000,mongodb,TRUE
ForeScout Technologies,USA,Campbell,Security,Amadeus Capital Partners,GBR,London,10/20/2005 00:00,2005-10,2005,10000000,forescouttechnologies,TRUE
ForeScout Technologies,USA,Campbell,Security,Amadeus Capital Partners,GBR,London,11/19/2007 00:00,2007-11,2007,4380000,forescouttechnologies,TRUE
LivingSocial,USA,Washington,E-Commerce,Amazon,USA,Seattle,04/04/2011 00:00,2011-04,2011,400000000,livingsocial,TRUE
LivingSocial,USA,Washington,E-Commerce,Amazon,USA,Seattle,12/02/2010 00:00,2010-12,2010,183000000,livingsocial,TRUE
LivingSocial,USA,Washington,E-Commerce,Amazon,USA,Seattle,11/18/2011 00:00,2011-11,2011,176000000,livingsocial,TRUE
LivingSocial,USA,Washington,E-Commerce,Amazon,USA,Seattle,02/20/2013 00:00,2013-02,2013,110000000,livingsocial,TRUE
Warby Parker,USA,New York,Retail,American Express,USA,New York,01/01/2013 00:00,2013-01,2013,41500000,warbyparker,TRUE
Deem,USA,San Francisco,E-Commerce,American Express,USA,New York,09/21/2011 00:00,2011-09,2011,133000000,deem,TRUE
Deem,USA,San Francisco,E-Commerce,American Express,USA,New York,07/01/2006 00:00,2006-07,2006,32500000,deem,TRUE
Deem,USA,San Francisco,E-Commerce,American Express,USA,New York,04/01/2008 00:00,2008-04,2008,100000000,deem,TRUE
Lending Club,USA,San Francisco,Finance Technology,Amidzad Partners,USA,Palo Alto,05/01/2007 00:00,2007-05,2007,2000000,lendingclub,TRUE
Dropbox,USA,San Francisco,Storage,Amidzad Partners,USA,Palo Alto,09/04/2008 00:00,2008-09,2008,1200000,dropbox,TRUE
Illumio,,,Enterprise Software,Andreessen Horowitz,USA,Menlo Park,09/20/2013 00:00,2013-09,2013,34500000,illumio,TRUE
Lyft,USA,San Francisco,Transportation,Andreessen Horowitz,USA,Menlo Park,05/23/2013 00:00,2013-05,2013,60000000,lyft,TRUE
Okta,USA,San Francisco,Enterprise Software,Andreessen Horowitz,USA,Menlo Park,09/13/2013 00:00,2013-09,2013,27000000,okta,TRUE
Jawbone,USA,San Francisco,Consumer Electronics,Andreessen Horowitz,USA,Menlo Park,09/12/2013 00:00,2013-09,2013,20000000,jawbone,TRUE
Okta,USA,San Francisco,Enterprise Software,Andreessen Horowitz,USA,Menlo Park,02/12/2010 00:00,2010-02,2010,10000000,okta,TRUE
GitHub,USA,San Francisco,Software,Andreessen Horowitz,USA,Menlo Park,07/09/2012 00:00,2012-07,2012,100000000,github,TRUE
Foursquare,USA,New York,Location Based Services,Andreessen Horowitz,USA,Menlo Park,06/24/2011 00:00,2011-06,2011,50000000,foursquare,TRUE
Slack,USA,San Francisco,Enterprise Software,Andreessen Horowitz,USA,Menlo Park,04/01/2010 00:00,2010-04,2010,5000000,slack,TRUE
Pinterest,USA,San Francisco,Curated Web,Andreessen Horowitz,USA,Menlo Park,10/07/2011 00:00,2011-10,2011,27000000,pinterest,TRUE
Okta,USA,San Francisco,Enterprise Software,Andreessen Horowitz,USA,Menlo Park,12/04/2012 00:00,2012-12,2012,25000000,okta,TRUE
Zynga,USA,San Francisco,Technology,Andreessen Horowitz,USA,Menlo Park,11/04/2009 00:00,2009-11,2009,15187000,zynga,TRUE
Lookout,USA,San Francisco,Security,Andreessen Horowitz,USA,Menlo Park,09/21/2011 00:00,2011-09,2011,40000000,lookout,TRUE
Stripe,USA,San Francisco,Credit Cards,Andreessen Horowitz,USA,Menlo Park,09/30/2011 00:00,2011-09,2011,2000000,stripe,TRUE
Illumio,,,Enterprise Software,Andreessen Horowitz,USA,Menlo Park,01/14/2013 00:00,2013-01,2013,8000000,illumio,TRUE
Actifio,USA,Waltham,Enterprise Software,Andreessen Horowitz,USA,Menlo Park,03/06/2013 00:00,2013-03,2013,50000000,actifio,TRUE
Lookout,USA,San Francisco,Security,Andreessen Horowitz,USA,Menlo Park,10/10/2013 00:00,2013-10,2013,55000000,lookout,TRUE
Airbnb,USA,San Francisco,Peer-to-Peer,Andreessen Horowitz,USA,Menlo Park,07/25/2011 00:00,2011-07,2011,112000000,airbnb,TRUE
Box,USA,Los Altos,File Sharing,Andreessen Horowitz,USA,Menlo Park,02/24/2011 00:00,2011-02,2011,48000000,box,TRUE
Foursquare,USA,New York,Location Based Services,Andreessen Horowitz,USA,Menlo Park,06/29/2010 00:00,2010-06,2010,20000000,foursquare,TRUE
zulily,USA,Seattle,E-Commerce,Andreessen Horowitz,USA,Menlo Park,11/15/2012 00:00,2012-11,2012,85000000,zulily,TRUE
Fab,USA,New York,Design,Andreessen Horowitz,USA,Menlo Park,06/19/2013 00:00,2013-06,2013,150000000,fab,TRUE
Domo,USA,American Fork,Web Development,Andreessen Horowitz,USA,Menlo Park,05/19/2011 00:00,2011-05,2011,10000000,domo,TRUE
Foursquare,USA,New York,Location Based Services,Andreessen Horowitz,USA,Menlo Park,04/11/2013 00:00,2013-04,2013,41000000,foursquare,TRUE
Box,USA,Los Altos,File Sharing,Andreessen Horowitz,USA,Menlo Park,10/28/2011 00:00,2011-10,2011,81000000,box,TRUE
Pinterest,USA,San Francisco,Curated Web,Andreessen Horowitz,USA,Menlo Park,02/20/2013 00:00,2013-02,2013,200000000,pinterest,TRUE
Asana,USA,San Francisco,Collaboration,Andreessen Horowitz,USA,Menlo Park,11/24/2009 00:00,2009-11,2009,9000000,asana,TRUE
Fab,USA,New York,Design,Andreessen Horowitz,USA,Menlo Park,12/07/2011 00:00,2011-12,2011,40000000,fab,TRUE
Actifio,USA,Waltham,Enterprise Software,Andreessen Horowitz,USA,Menlo Park,12/05/2011 00:00,2011-12,2011,33500000,actifio,TRUE
Fanatics,USA,Jacksonville,E-Commerce,Andreessen Horowitz,USA,Menlo Park,06/07/2012 00:00,2012-06,2012,225000000,fanatics,TRUE
Dollar Shave Club,USA,Los Angeles,E-Commerce,Andreessen Horowitz,USA,Menlo Park,03/06/2012 00:00,2012-03,2012,1000000,dollarshaveclub,TRUE
Slack,USA,San Francisco,Enterprise Software,Andreessen Horowitz,USA,Menlo Park,04/01/2011 00:00,2011-04,2011,10700000,slack,TRUE
Okta,USA,San Francisco,Enterprise Software,Andreessen Horowitz,USA,Menlo Park,08/01/2011 00:00,2011-08,2011,16500000,okta,TRUE
Asana,USA,San Francisco,Collaboration,Andreessen Horowitz,USA,Menlo Park,07/23/2012 00:00,2012-07,2012,28000000,asana,TRUE
Fab,USA,New York,Design,Andreessen Horowitz,USA,Menlo Park,07/18/2012 00:00,2012-07,2012,105000000,fab,TRUE
Udacity,USA,Mountain View,Education,Andreessen Horowitz,USA,Menlo Park,10/25/2012 00:00,2012-10,2012,15000000,udacity,TRUE
Pinterest,USA,San Francisco,Curated Web,Andreessen Horowitz,USA,Menlo Park,05/17/2012 00:00,2012-05,2012,100000000,pinterest,TRUE
Mixpanel,USA,San Francisco,Analytics,Andreessen Horowitz,USA,Menlo Park,05/10/2012 00:00,2012-05,2012,10250000,mixpanel,TRUE
Groupon,USA,Chicago,Advertising,Andreessen Horowitz,USA,Menlo Park,01/11/2011 00:00,2011-01,2011,950000000,groupon,TRUE
Pinterest,USA,San Francisco,Curated Web,Andreessen Horowitz,USA,Menlo Park,10/23/2013 00:00,2013-10,2013,225000000,pinterest,TRUE
Jawbone,USA,San Francisco,Consumer Electronics,Andreessen Horowitz,USA,Menlo Park,03/16/2011 00:00,2011-03,2011,49000000,jawbone,TRUE
Postmates,USA,San Francisco,E-Commerce,AngelPad,USA,San Francisco,05/01/2011 00:00,2011-05,2011,750000,postmates,TRUE
Postmates,USA,San Francisco,E-Commerce,AngelPad,USA,San Francisco,03/14/2011 00:00,2011-03,2011,60000,postmates,TRUE
Betterment,USA,New York,Finance,Anthemis Group,LUX,Luxemburg,12/01/2010 00:00,2010-12,2010,3000000,betterment,TRUE
Betterment,USA,New York,Finance,Anthemis Group,LUX,Luxemburg,10/03/2012 00:00,2012-10,2012,10000000,betterment,TRUE
Bloom Energy,USA,Sunnyvale,Clean Technology,Apex Venture Partners,USA,Chicago,09/15/2011 00:00,2011-09,2011,150000000,bloomenergy,TRUE
Bloom Energy,USA,Sunnyvale,Clean Technology,Apex Venture Partners,USA,Chicago,04/01/2012 00:00,2012-04,2012,100000000,bloomenergy,TRUE
Quixey,USA,Mountain View,Search,Archimedes Labs,USA,Palo Alto,04/07/2011 00:00,2011-04,2011,400000,quixey,TRUE
Quixey,USA,Mountain View,Search,Atlantic Bridge,IRL,Dublin,10/03/2013 00:00,2013-10,2013,50000000,quixey,TRUE
Quixey,USA,Mountain View,Search,Atlantic Bridge,IRL,Dublin,06/07/2012 00:00,2012-06,2012,20000000,quixey,TRUE
DraftKings,USA,Boston,Games,Atlas Venture,USA,Cambridge,11/26/2013 00:00,2013-11,2013,24000000,draftkings,TRUE
DraftKings,USA,Boston,Games,Atlas Venture,USA,Cambridge,07/19/2012 00:00,2012-07,2012,1400000,draftkings,TRUE
DraftKings,USA,Boston,Games,Atlas Venture,USA,Cambridge,05/06/2013 00:00,2013-05,2013,7000000,draftkings,TRUE
Fab,USA,New York,Design,Atomico,GBR,London,06/19/2013 00:00,2013-06,2013,150000000,fab,TRUE
Fab,USA,New York,Design,Atomico,GBR,London,07/18/2012 00:00,2012-07,2012,105000000,fab,TRUE
zulily,USA,Seattle,E-Commerce,August Capital,USA,Menlo Park,08/04/2010 00:00,2010-08,2010,6000000,zulily,TRUE
Zynga,USA,San Francisco,Technology,Avalon Ventures,USA,La Jolla,02/12/2008 00:00,2008-02,2008,5026000,zynga,TRUE
Zynga,USA,San Francisco,Technology,Avalon Ventures,USA,La Jolla,07/18/2008 00:00,2008-07,2008,25000000,zynga,TRUE
Zynga,USA,San Francisco,Technology,Avalon Ventures,USA,La Jolla,01/01/2008 00:00,2008-01,2008,10000000,zynga,TRUE
LinkedIn,USA,Mountain View,Software,Bain Capital Ventures,USA,Boston,06/17/2008 00:00,2008-06,2008,53000000,linkedin,TRUE
VMTurbo,USA,Burlington,Enterprise Software,Bain Capital Ventures,USA,Boston,11/29/2011 00:00,2011-11,2011,10000000,vmturbo,TRUE
Fanatics,USA,Jacksonville,E-Commerce,Bank of America,USA,Charlotte,06/07/2012 00:00,2012-06,2012,225000000,fanatics,TRUE
Adknowledge,USA,Kansas City,Mobile Games,Bank of America,USA,Charlotte,01/12/2011 00:00,2011-01,2011,200000000,adknowledge,TRUE
SurveyMonkey,USA,Palo Alto,Software,Bank of America Merrill Lynch,,,11/03/2010 00:00,2010-11,2010,100000000,surveymonkey,TRUE
OZON.ru,RUS,Moscow,E-Commerce,Baring Vostok Capital Partners,RUS,Moscow,04/03/2007 00:00,2007-04,2007,18000000,ozon.ru,TRUE
Avito.ru,ROM,Rus,Advertising,Baring Vostok Capital Partners,RUS,Moscow,05/01/2012 00:00,2012-05,2012,75000000,avito.ru,TRUE
Fab,USA,New York,Design,Baroda Ventures,USA,Beverly Hills,07/11/2011 00:00,2011-07,2011,1000000,fab,TRUE
Fab,USA,New York,Design,Baroda Ventures,USA,Beverly Hills,12/13/2010 00:00,2010-12,2010,1750000,fab,TRUE
Fab,USA,New York,Design,Baroda Ventures,USA,Beverly Hills,06/30/2010 00:00,2010-06,2010,250000,fab,TRUE
Fab,USA,New York,Design,Baroda Ventures,USA,Beverly Hills,12/07/2011 00:00,2011-12,2011,40000000,fab,TRUE
Fab,USA,New York,Design,Baroda Ventures,USA,Beverly Hills,08/11/2011 00:00,2011-08,2011,7700000,fab,TRUE
Fab,USA,New York,Design,Baroda Ventures,USA,Beverly Hills,07/18/2012 00:00,2012-07,2012,105000000,fab,TRUE
SoFi,USA,San Francisco,Social Media,Baseline Ventures,USA,San Francisco,09/12/2012 00:00,2012-09,2012,77199900,sofi,TRUE
SoFi,USA,San Francisco,Social Media,Baseline Ventures,USA,San Francisco,09/19/2011 00:00,2011-09,2011,4000000,sofi,TRUE
Coupa Software,USA,San Mateo,Enterprise Software,Battery Ventures,USA,Menlo Park,09/01/2009 00:00,2009-09,2009,7500000,coupasoftware,TRUE
Sprinklr,USA,New York,Social CRM,Battery Ventures,USA,Menlo Park,11/04/2013 00:00,2013-11,2013,17500000,sprinklr,TRUE
Glassdoor,USA,Sausalito,Career Management,Battery Ventures,USA,Menlo Park,12/05/2013 00:00,2013-12,2013,50000000,glassdoor,TRUE
